"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G22070",932.030730016044,0.509202585532393,0.198320000977206,2.56758059209025,0.0102410980442224,0.0601892392967399
"AT1G26700",172.473708271888,0.241608523635547,0.267445790804549,0.903392507725487,0.366317614977528,0.634698406777393
"AT1G73603",0.169103938239993,-0.90044440312473,4.0804728567969,-0.220671582614463,0.825348159790731,NA
"AT1G55650",0.169103938239993,-0.90044440312473,4.0804728567969,-0.220671582614463,0.825348159790731,NA
"AT1G78180",65.6439369062197,-0.254731265356887,0.255468107995726,-0.997115715755596,0.318708345534387,0.589128063029798
"AT1G55928",0,NA,NA,NA,NA,NA
"AT1G29880",2074.83577826221,-0.0563951258280361,0.0943452739235612,-0.597752526255079,0.550005071682455,0.77819182717206
"AT1G53645",876.120418024577,-0.185177566522434,0.141126633579636,-1.31213763005224,0.189473701308676,0.440322048358525
"AT1G06240",127.291023731612,-0.0976198965621447,0.205857764628677,-0.474210417752423,0.635349865169879,0.832511157535011
"AT1G72330",218.766108551518,-0.685302544289487,0.155490477540837,-4.40736021348642,1.04638088499172e-05,0.000225101009336028
"AT1G20840",2204.30701472854,-0.166781221947238,0.132290093702215,-1.26072343952422,0.207408505916083,0.465705510110548
"AT1G45050",267.901444200451,0.0722821898167391,0.193047181287906,0.374427584668741,0.708086223438715,0.873140266878695
"AT1G52500",404.653882687058,-0.111841652864327,0.128422849071019,-0.870885934032483,0.383816437725315,0.650449320391171
"AT1G10430",775.964914617344,-0.115660928973971,0.108447078528916,-1.06651954615017,0.286188847717309,0.556291025589114
"AT1G05670",107.697670334117,-0.203387084323402,0.214890941563152,-0.946466532483551,0.343910684518435,0.613609362887568
"AT1G64110",1147.96209988972,4.02690665180377,0.368176297975927,10.9374413126047,7.63235729443586e-28,3.86800767814759e-25
"AT1G65220",2566.54261759003,-0.0240049018595219,0.126505624979146,-0.189753632405507,0.849502191636257,0.940166223311281
"AT1G13635",159.408889966732,0.260232827653446,0.268346546088507,0.969764028815244,0.332164126677121,0.601755810836131
